"TIMESTAMP","TA_F","TA_F_QC","SW_IN_POT","SW_IN_F","SW_IN_F_QC","LW_IN_F","LW_IN_F_QC","VPD_F","VPD_F_QC","PA_F","PA_F_QC","P_F","P_F_QC","WS_F","WS_F_QC","USTAR","USTAR_QC","NETRAD","NETRAD_QC","PPFD_IN","PPFD_IN_QC","PPFD_OUT","PPFD_OUT_QC","SW_DIF","SW_DIF_QC","SW_OUT","SW_OUT_QC","LW_OUT","LW_OUT_QC","CO2_F_MDS","CO2_F_MDS_QC","TS_F_MDS_1","TS_F_MDS_2","TS_F_MDS_3","TS_F_MDS_4","TS_F_MDS_5","TS_F_MDS_6","TS_F_MDS_7","TS_F_MDS_8","TS_F_MDS_9","TS_F_MDS_1_QC","TS_F_MDS_2_QC","TS_F_MDS_3_QC","TS_F_MDS_4_QC","TS_F_MDS_5_QC","TS_F_MDS_6_QC","TS_F_MDS_7_QC","TS_F_MDS_8_QC","TS_F_MDS_9_QC","SWC_F_MDS_1","SWC_F_MDS_2","SWC_F_MDS_3","SWC_F_MDS_4","SWC_F_MDS_5","SWC_F_MDS_6","SWC_F_MDS_7","SWC_F_MDS_8","SWC_F_MDS_1_QC","SWC_F_MDS_2_QC","SWC_F_MDS_3_QC","SWC_F_MDS_4_QC","SWC_F_MDS_5_QC","SWC_F_MDS_6_QC","SWC_F_MDS_7_QC","SWC_F_MDS_8_QC","G_F_MDS","G_F_MDS_QC","LE_F_MDS","LE_F_MDS_QC","LE_CORR","LE_CORR_25","LE_CORR_75","LE_RANDUNC","H_F_MDS","H_F_MDS_QC","H_CORR","H_CORR_25","H_CORR_75","H_RANDUNC","NEE_VUT_REF","NEE_VUT_REF_QC","NEE_VUT_REF_RANDUNC","NEE_VUT_25","NEE_VUT_50","NEE_VUT_75","NEE_VUT_25_QC","NEE_VUT_50_QC","NEE_VUT_75_QC","RECO_NT_VUT_REF","RECO_NT_VUT_25","RECO_NT_VUT_50","RECO_NT_VUT_75","GPP_NT_VUT_REF","GPP_NT_VUT_25","GPP_NT_VUT_50","GPP_NT_VUT_75","RECO_DT_VUT_REF","RECO_DT_VUT_25","RECO_DT_VUT_50","RECO_DT_VUT_75","GPP_DT_VUT_REF","GPP_DT_VUT_25","GPP_DT_VUT_50","GPP_DT_VUT_75","Year","Precip","PAR_e","tsoil","svp","aqEvap","netrad","VPD_kPa"
20190111,10.483,1,243.218,151.942,1,294.585,1,3.888,1,101.705,1,0,1,3.912,1,0.387479166666667,1,57.5585416666667,1,-9999,0,-9999,0,70.2333333333333,1,20.9002083333333,1,370.708333333333,1,-9999,-9999,13.368,13.463,13.962,14.97,16.679,17.378,18.265,19.631,20.153,1,1,1,1,1,1,1,1,1,5.185,4.93,4.887,5.377,4.996,5.049,5.113,4.2,1,1,1,1,1,1,0.958333,0.958333,-10.0886,-9999,73.491,-9999,74.828,-9999,-9999,-9999,66.5574,-9999,67.677,-9999,-9999,-9999,-1.78197,0,-9999,-2.10217,-1.78197,-1.69473,0,0,0,1.86768,1.81421,1.85328,1.85658,3.64965,3.54932,3.55885,3.95391,4.91308,3.18909,4.91308,5.11882,5.097,4.85596,5.07849,5.097,2019,0,0,13.5388,1.27162591713388,0.200828367990407,57.5585416666667,0.3888
20190112,16.502,1,244.326,114.588,1,357.285,1,6.138,1,101.711,1,0,1,2.966,1,0.3504375,1,53.4852083333333,1,-9999,0,-9999,0,83.5666666666667,1,15.2885416666667,1,403.277083333333,1,-9999,-9999,16.133,15.722,15.474,15.859,16.58,17.073,17.931,19.493,20.096,1,1,1,1,1,1,1,1,1,5.035,4.944,4.92,5.315,4.953,4.985,5.108,4.223,0.979167,1,0.958333,1,1,1,1,1,1.18651,-9999,73.1224,-9999,75.1034,-9999,-9999,-9999,67.094,-9999,68.8198,-9999,-9999,-9999,-1.64641,0,-9999,-1.98539,-1.64641,-1.57573,0,0,0,2.81205,2.77252,2.80037,2.80392,4.45847,4.37819,4.38518,4.78576,5.35187,4.24247,5.35269,5.576,4.31689,4.10319,4.30047,4.31689,2019,0,0,13.4352,1.89110112027687,0.187694035247441,53.4852083333333,0.6138
20190113,18.323,1,245.482,126.959,1,343.94,1,5.634,1,101.384,1,1.495,1,3.693,0.9375,0.418355555555556,0.9375,46.6060416666667,1,-9999,0,-9999,0,42.7833333333333,1,17.1452083333333,1,410.641666666667,1,-9999,-9999,17.458,17.107,16.799,17.018,17.054,17.213,17.868,19.345,20.012,1,1,1,1,1,1,1,1,1,5.134,4.979,4.981,5.243,4.887,4.976,5.115,4.231,0.9375,0.916667,0.9375,1,1,0.9375,0.979167,0.958333,1.53149,-9999,73.4662,-9999,76.1103,-9999,-9999,-9999,65.319,-9999,67.5804,-9999,-9999,-9999,-1.77351,0,-9999,-2.00944,-1.77351,-1.6855,0,0,0,3.10561,3.07084,3.09535,3.09847,4.87912,4.78269,4.78883,5.02954,5.48244,4.56578,5.48328,5.71203,4.61542,4.38082,4.5974,4.61542,2019,0.1495,0,13.532,2.1254794155979,0.163839399920738,46.6060416666667,0.5634
20190114,11.258,1,246.686,92.709,1,334.915,1,2.995,1,101.646,1,0,1,2.715,0.875,0.32947619047619,0.875,38.2035416666667,1,-9999,-9999,-9999,-9999,69.4145833333333,1,12.1752083333333,1,377.1625,1,-9999,-9999,15.069,15.173,15.633,16.464,17.264,17.432,17.986,19.256,19.926,1,1,1,1,1,1,1,1,1,4.998,4.714,4.682,5.124,4.826,4.907,5.116,4.274,1,1,1,1,1,1,1,1,-11.1213,-9999,73.491,-9999,76.79,-9999,-9999,-9999,66.5574,-9999,69.4539,-9999,-9999,-9999,-1.78197,0,-9999,-2.10217,-1.78197,-1.69473,0,0,0,1.93407,1.87795,1.91897,1.92243,3.71604,3.61508,3.62507,4.01953,4.98392,3.29787,4.98392,5.19264,4.15992,3.91628,4.14123,4.15992,2019,0,0,12.9534,1.33955593652881,0.133395247932734,38.2035416666667,0.2995
20190115,8.829,1,247.938,74.684,1,322.196,1,2.92,1,101.742,1,0,1,2.626,1,0.274854166666667,1,21.626875,1,-9999,0,-9999,0,74.1479166666667,1,10.0075,1,363.364583333333,1,-9999,-9999,13.04,13.286,14.011,15.125,16.709,17.203,17.925,19.219,19.863,1,1,1,1,1,1,1,1,1,4.984,5.049,4.785,5.033,4.824,4.905,5.101,4.284,1,1,1,1,1,1,1,1,-14.8521,-9999,73.1224,-9999,77.0943,-9999,-9999,-9999,67.094,-9999,70.6465,-9999,-9999,-9999,-1.64641,0,-9999,-1.98539,-1.64641,-1.57573,0,0,0,1.59452,1.5367,1.57891,1.58248,3.24094,3.15606,3.1664,3.56263,4.79647,2.89022,4.79647,4.99734,3.68943,3.45494,3.67142,3.68943,2019,0,0,13.079,1.13686245022341,0.075340052215051,21.626875,0.292
20190116,8.967,1,249.236,147.585,1,278.013,1,4.16,1,101.838,1,0,1,2.057,1,0.219354166666667,1,38.6186956521739,0.958333333333333,-9999,0,-9999,0,54.8326086956522,0.958333333333333,18.595,0.958333333333333,358.217391304348,0.958333333333333,-9999,-9999,12.03,12.26,12.946,14.077,15.965,16.707,17.629,19.156,19.812,1,1,1,1,1,1,1,1,1,4.919,4.987,4.907,5.13,4.802,4.88,5.084,4.386,1,0.958333,0.9375,1,1,1,0.958333,0.875,-14.1532,-9999,73.4662,-9999,77.6834,-9999,-9999,-9999,65.319,-9999,68.979,-9999,-9999,-9999,-1.77351,0,-9999,-2.00944,-1.77351,-1.6855,0,0,0,1.64653,1.59105,1.63154,1.63497,3.42004,3.3184,3.32833,3.63916,4.79823,2.93138,4.79823,4.99916,5.05983,4.81774,5.04124,5.05983,2019,0,0,12.7758,1.1475957329051,0.13455076049522,38.6186956521739,0.416
20190117,12.872,1,250.58,190.38,1,283.202,1,8.403,1,101.766,1,0,1,2.322,1,0.169729166666667,1,77.2597916666667,1,-9999,0,-9999,0,22.9645833333333,1,25.64,1,375.329166666667,1,-9999,-9999,12.882,12.839,13.104,13.936,15.473,16.238,17.255,19.031,19.747,1,1,1,1,1,1,1,1,1,4.879,5.03,4.938,5.462,4.745,4.961,5.078,4.32,1,1,0.895833,0.979167,0.979167,1,0.979167,0.979167,-7.39746,-9999,73.491,-9999,78.5105,-9999,-9999,-9999,66.5574,-9999,71.1034,-9999,-9999,-9999,-1.78197,0,-9999,-2.10217,-1.78197,-1.69473,0,0,0,2.21962,2.16975,2.20622,2.20929,4.00159,3.90217,3.91104,4.30695,5.09314,3.59676,5.09392,5.30643,5.27839,5.09037,5.27839,5.28277,2019,0,0,12.0498,1.49154759524872,0.270184557085843,77.2597916666667,0.8403
20190118,16.322,1,251.969,167.679,1,340.429,1,8.454,1,101.457,1,0,1,1.688,1,0.191354166666667,1,88.926875,1,-9999,0,-9999,0,52.9375,1,21.4972916666667,1,401.74375,1,-9999,-9999,16.055,15.55,15.068,15.259,15.669,16.121,17.017,18.866,19.656,1,1,1,1,1,1,1,1,1,4.778,4.752,5.051,5.082,4.755,4.859,5.036,4.288,0.979167,1,0.979167,1,1,1,0.979167,1,3.56362,-9999,73.1224,-9999,78.7675,-9999,-9999,-9999,67.094,-9999,72.2738,-9999,-9999,-9999,-1.64641,0,-9999,-1.98539,-1.64641,-1.57573,0,0,0,2.77237,2.73136,2.76024,2.76393,4.41878,4.33815,4.3454,4.74564,5.34168,4.20602,5.3425,5.56538,5.06274,4.86348,5.06274,5.06274,2019,0,0,11.6496,1.8692370553447,0.31201432882979,88.926875,0.8454
20190119,18.205,1,253.402,163.285,1,351.471,1,8.227,1,100.85,1,16.945,1,3.937,1,0.519708333333333,1,83.14125,1,-9999,0,-9999,0,61.0770833333333,1,22.4320833333333,1,412.997916666667,1,-9999,-9999,17.558,17.019,16.451,16.507,16.33,16.433,17.08,18.725,19.549,1,1,1,1,1,1,1,1,1,5.307,4.699,5.163,4.892,4.786,4.922,5.054,4.27,0.958333,1,0.958333,0.979167,0.9375,0.958333,0.958333,0.9375,5.83433,-9999,73.4662,-9999,79.9935,-9999,-9999,-9999,65.319,-9999,71.1224,-9999,-9999,-9999,-1.77351,0,-9999,-2.00944,-1.77351,-1.6855,0,0,0,3.10583,3.0728,3.09608,3.09905,4.87934,4.78333,4.78916,5.02883,5.46938,4.55186,5.47022,5.69843,4.69351,4.52553,4.6935,4.71584,2019,1.6945,0,13.039,2.10954140221882,0.292242352271686,83.14125,0.8227
20190120,10.817,1,254.879,97.396,1,313.842,1,2.794,1,100.675,1,19.934,1,4.68,0.791667,0.715526315789474,0.791666666666667,24.8852083333333,1,-9999,0,-9999,0,56.2166666666667,1,14.294375,1,373.879166666667,1,-9999,-9999,14.808,15.026,15.597,16.424,16.882,16.867,17.333,18.664,19.457,1,1,1,1,1,1,1,1,1,8.732,7.43,7.177,5.928,4.797,4.808,5.105,4.433,1,1,1,1,1,1,1,0.979167,-15.9034,-9999,73.491,-9999,80.8764,-9999,-9999,-9999,66.5574,-9999,73.246,-9999,-9999,-9999,-1.78197,0,-9999,-2.10217,-1.78197,-1.69473,0,0,0,1.91598,1.86294,1.9017,1.90497,3.69795,3.59773,3.60719,4.00234,4.93849,3.24567,4.93849,5.1453,4.26685,4.01706,4.24768,4.26685,2019,1.9934,0,13.4366,1.30051392793325,0.0868552221496606,24.8852083333333,0.2794
20190121,5.628,1,256.397,196.336,1,251.325,1,3.343,1,102.06,1,0,1,3.292,1,0.422916666666667,1,77.870625,1,-9999,-9999,-9999,-9999,20.8104166666667,1,27.75625,1,348.745833333333,1,-9999,-9999,11.502,11.814,12.667,13.945,15.934,16.556,17.326,18.671,19.4,1,1,1,1,1,1,1,1,1,6.686,6.097,6.327,6.898,5.88,5.152,5.18,4.538,1,1,0.979167,1,0.9375,1,0.958333,0.9375,-20.557,-9999,72.9219,-9999,80.913,-9999,-9999,-9999,66.3621,-9999,73.6343,-9999,-9999,-9999,-1.64641,0,-9999,-1.98539,-1.64641,-1.57573,0,0,0,1.23436,1.19042,1.21958,1.22296,2.88077,2.79665,2.80643,3.2034,4.52558,2.40291,4.52558,4.71509,5.67643,5.44089,5.65831,5.67645,2019,0,0,12.7688,0.911827365081744,0.27044623077695,77.870625,0.3343
20190122,13.435,1,257.958,185.615,1,315.915,1,5.311,1,102.299,1,0,1,3.804,1,0.503083333333333,1,93.2010416666666,1,-9999,0,-9999,0,58.3083333333333,1,26.0222916666667,1,387.495833333333,1,-9999,-9999,14.066,13.733,13.591,14.128,15.306,15.978,16.929,18.623,19.363,1,1,1,1,1,1,1,1,1,6.311,5.809,6.119,6.392,5.886,5.749,5.108,4.461,1,1,0.9375,0.979167,1,1,1,1,-0.920504,-9999,72.6662,-9999,80.7572,-9999,-9999,-9999,62.3703,-9999,69.315,-9999,-9999,-9999,-1.77351,0,-9999,-2.00944,-1.77351,-1.6855,0,0,0,2.3414,2.29554,2.32907,2.3319,4.11491,4.0157,4.02386,4.31054,5.12547,3.71162,5.12625,5.34011,5.44333,5.22618,5.42659,5.44333,2019,0,0,12.8814,1.54808634217798,0.326107389043835,93.2010416666666,0.5311
20190123,18.669,1,259.559,162.224,1,355.425,1,6.202,1,101.497,1,0,1,4.008,1,0.546895833333333,1,84.3466666666667,1,-9999,0,-9999,0,61.8583333333333,1,22.253125,1,415.420833333333,1,-9999,-9999,17.236,16.583,15.885,15.862,15.758,15.991,16.746,18.488,19.299,1,1,1,1,1,1,1,1,1,5.817,5.415,5.739,5.946,5.527,5.546,5.085,4.318,0.958333,1,0.854167,1,0.958333,0.9375,0.979167,0.979167,8.37283,-9999,69.8928,-9999,77.7981,-9999,-9999,-9999,57.1319,-9999,63.5939,-9999,-9999,-9999,-1.78197,0,-9999,-2.10217,-1.78197,-1.69473,0,0,0,3.18087,3.149,3.17147,3.17433,4.96284,4.86788,4.87351,5.27364,5.50251,4.63467,5.50335,5.73294,5.01727,4.81596,5.01727,5.01727,2019,0,0,13.3508,2.17283423902091,0.2966114200933,84.3466666666667,0.6202
20190124,17.061,1,261.201,174.583,1,344.346,1,4.897,1,100.713,1,35.384,1,5.563,0.791667,0.708894736842105,0.791666666666667,91.34625,1,-9999,0,-9999,0,33.9166666666667,1,24.4552083333333,1,408.891666666667,1,-9999,-9999,18.994,18.574,17.971,17.835,16.836,16.559,16.965,18.381,19.212,1,1,1,1,1,1,1,1,1,8.688,7.201,7.184,7.523,6.191,6.251,5.426,4.308,1,1,1,1,1,1,0.958333,1,3.87319,-9999,72.9078,-9999,81.3545,-9999,-9999,-9999,67.3683,-9999,75.1732,-9999,-9999,-9999,-1.64641,0,-9999,-1.98539,-1.64641,-1.57573,0,0,0,2.88974,2.85035,2.87811,2.88165,4.53615,4.45592,4.46288,4.8635,5.39505,4.33719,5.39587,5.62098,5.04285,4.82999,5.02643,5.04285,2019,3.5384,0,13.122,1.96046466117459,0.320729998618422,91.34625,0.4897
20190125,8.599,1,262.88,204.178,1,259.89,1,5.427,1,101.657,1,0,1,3.177,1,0.369,1,79.26875,1,-9999,0,-9999,0,20.5875,1,29.06875,1,362.345833333333,1,-9999,-9999,13.837,14.099,14.751,15.774,16.822,16.914,17.317,18.377,19.143,1,1,1,1,1,1,1,1,1,6.438,5.89,6.097,7.208,6.784,6.992,6.427,4.896,1,1,1,1,1,1,1,1,-21.0325,-9999,72.4656,-9999,81.0602,-9999,-9999,-9999,61.6383,-9999,68.9487,-9999,-9999,-9999,-1.77351,0,-9999,-2.00944,-1.77351,-1.6855,0,0,0,1.59729,1.54166,1.58226,1.5857,3.3708,3.26912,3.27907,3.58989,4.76919,2.87101,4.76919,4.96891,5.74323,5.51337,5.72554,5.74325,2019,0,0,12.6784,1.11917336947431,0.276081531666353,79.26875,0.5427
